date,ic_value,rank_ic,p_value,t_stat,n_obs,seed,n_stocks,distribution
20260323,-0.05708731734405769,-0.09752701080432173,0.5004469838467486,-0.6789234620230893,50,456,50,normal
20260323,0.3033019213925274,0.291140456182473,0.04024018703751585,2.1084161623379982,50,789,50,normal
20260323,-0.12258705262004198,0.03654261704681872,0.8010844484336722,0.2533438869832099,50,1024,50,normal
20260324,-0.07492455611150538,-0.13123649459783912,0.36364133936372456,-0.9171655889728171,50,42,50,normal
20260324,0.17215372644766125,0.08677070828331333,0.5490564011370143,0.6034410946064787,50,123,50,normal
20260324,0.2833870056155941,0.28585834333733495,0.04417705387559502,2.066725244260013,50,456,50,normal
20260324,-0.18963832732903804,-0.04710684273709483,0.7452937314362832,-0.3267284955431943,50,789,50,normal
20260324,-0.19505777574046043,-0.13190876350540215,0.36116728986368035,-0.9219468204047003,50,1024,50,normal
20260325,0.33571504590637535,0.39015606242497,0.005094628073990534,2.935741714341476,50,42,50,normal
20260325,0.02889583668238837,-0.052292917166866744,0.7183527092577803,-0.36279233395039456,50,123,50,normal
20260325,0.06775317010994768,0.09791116446578632,0.4987527924312351,0.6816235388717548,50,456,50,normal
20260325,-0.050983943864106686,-0.05651860744297719,0.6966470434608812,-0.3921993112232744,50,789,50,normal
20260325,0.05517040186290546,0.008019207683073229,0.9559225690117515,0.05556048708618189,50,1024,50,normal
20260326,-0.12074680929850387,-0.07342136854741896,0.6123505611049064,-0.5100547960228935,50,42,50,normal
20260326,0.06910851648790949,0.053829531812725095,0.7104331840724191,0.37348343499238573,50,123,50,normal
20260326,-0.09386821892407246,0.0050420168067226885,0.9722783839866403,0.034932561156884576,50,456,50,normal
20260326,-0.05279241104861102,-0.165906362545018,0.24954122810070886,-1.1655862617978323,50,789,50,normal
20260326,0.1406103454457868,0.04057623049219687,0.7796497270001828,0.2813520799009252,50,1024,50,normal
20260327,-0.08986910207306514,-0.006578631452581032,0.9638348418776679,-0.0455790819859193,50,42,50,normal
20260327,-0.12749145223091246,-0.09186074429771908,0.5257753415661262,-0.6391322439021656,50,123,50,normal
20260327,-0.28148606974456997,-0.2896998799519808,0.04128415271193838,-2.097025251955283,50,456,50,normal
20260327,0.2031493330333312,0.19529411764705884,0.17410269198124423,1.3796019574460914,50,789,50,normal
20260327,0.1020234058599727,0.013877551020408161,0.9237972168124924,0.096155753400011,50,1024,50,normal
20260330,0.0373082495042361,-0.010228091236494596,0.9437988417400184,-0.07086600162382886,50,42,50,normal
20260330,-0.10380778707896729,-0.2028811524609844,0.15764238599027933,-1.4354544727447796,50,123,50,normal
20260330,-0.08680756403923984,-0.09310924369747899,0.5201405194399774,-0.6478942813033689,50,456,50,normal
20260330,0.0035002586815776502,0.01282112845138055,0.9295829104799347,0.08883468523477561,50,789,50,normal
20260330,-0.1490776024731624,-0.18108043217286915,0.20821806179258898,-1.2756507231643237,50,1024,50,normal
20260331,-0.2415334979463272,-0.25551020408163266,0.0733109253345652,-1.8310043215894611,50,42,50,normal
20260331,-0.044152006978484704,0.11154861944777912,0.4405710886943994,0.7776850554661732,50,123,50,normal
20260331,0.016394090065512477,0.08821128451380551,0.5424177623569871,0.6135374060478092,50,456,50,normal
20260331,-0.18576239474162218,-0.09522208883553422,0.510673852867057,-0.6627293905757183,50,789,50,normal
20260331,0.025504634325536728,0.053637454981992794,0.711421490600864,0.37214690341924317,50,1024,50,normal
20260401,0.07448883411919445,0.21623049219687873,0.13149966682156117,1.534388836564796,50,42,50,normal
20260401,-0.06473856864970552,-0.10348139255702281,0.47452259340535563,-0.7208098654484735,50,123,50,normal
20260401,-0.18155256653058072,-0.19183673469387755,0.18200233075512195,-1.3542363155445063,50,456,50,normal
20260401,0.004358411315538257,0.05421368547418968,0.7084579863949819,0.37615662302304886,50,789,50,normal
20260401,0.12786442114308078,0.08926770708283314,0.5375741872301489,0.6209438299452629,50,1024,50,normal
20260402,-0.1285795381888005,-0.02770708283313325,0.84852566530385,-0.19203402551258592,50,42,50,normal
20260402,0.07525887291900629,0.15505402160864346,0.28229175929506556,1.087396757718337,50,123,50,normal
20260402,-0.16461266475976935,-0.20489795918367346,0.15346556701536493,-1.4503462052638627,50,456,50,normal
20260402,0.2893190807273174,0.17963985594237694,0.21192061160405873,1.2651625320648763,50,789,50,normal
20260402,0.19218758733232522,0.12326530612244897,0.39375316937754096,0.8605700121112143,50,1024,50,normal
20260403,0.10922880028463773,0.09051620648259305,0.5318772216660682,0.6296996019690606,50,42,50,normal
20260403,-0.12272738266182275,-0.0251140456182473,0.8625580807865764,-0.1740501086671857,50,123,50,normal
20260403,0.08844613028643222,0.1076110444177671,0.4569714394235287,0.7499058352282726,50,456,50,normal
20260403,-0.22887320560596247,-0.13863145258103243,0.3369922306980508,-0.9698315306898109,50,789,50,normal
20260403,0.055821577986643334,-0.0790876350540216,0.5851032158998726,-0.5496569170260023,50,1024,50,normal
20260407,-0.17285351802895005,-0.22016806722689078,0.12444826771332103,-1.563740245874878,50,42,50,normal
20260407,0.04642131974758192,0.06468187274909963,0.655402549650685,0.4490695404762324,50,123,50,normal
20260407,0.22310524264096893,0.2192076830732293,0.12614119105491195,1.5565740268507366,50,456,50,normal
20260407,-0.024214128483264093,-0.04201680672268907,0.7720327241636068,-0.2913582733740325,50,789,50,normal
20260407,-0.1437456288898708,-0.04672268907563025,0.7473018728218163,-0.32405818971222317,50,1024,50,normal
20260408,0.04248039565276247,0.14871548619447778,0.3026696326168388,1.0419172049460406,50,42,50,normal
20260408,0.22304854656433018,0.16677070828331333,0.24704826046166486,1.1718320410929055,50,123,50,normal
20260408,0.007330862296372191,-0.015702280912364946,0.9138131027258111,-0.1088020073665534,50,456,50,normal
20260408,-0.1052083532291144,-0.0710204081632653,0.6240575126328837,-0.4932894448523711,50,789,50,normal
20260408,0.07535301196121393,0.05488595438175269,0.7050059619801474,0.38083510588709735,50,1024,50,normal
20260409,-0.07127401869477926,-0.24974789915966386,0.08026443511528931,-1.786930430054526,50,42,50,normal
20260409,0.11351591487801127,0.08513805522208882,0.5566267992305425,0.5920032156232707,50,123,50,normal
20260409,0.20278839798857298,0.26271308523409365,0.06529974248501737,1.8863910176464334,50,456,50,normal
20260409,-0.06243503720925533,-0.03817527010804322,0.792390045971047,-0.2646789651085232,50,789,50,normal
20260409,-0.07330375239853473,-0.06900360144057623,0.6339630568306115,-0.47921322188767085,50,1024,50,normal
20260410,0.013243990377571336,-0.026938775510204082,0.8526787765291988,-0.18670506951750462,50,42,50,normal
20260410,-0.14792235083860872,-0.19942376950780313,0.16499568289069946,-1.4099699873506726,50,123,50,normal
20260410,0.19863450978082148,0.22477791116446577,0.11656023765017688,1.5982050834118908,50,456,50,normal
20260410,-0.15498516685746055,-0.08475390156062423,0.5584152018580085,-0.5893126515962182,50,789,50,normal
20260410,-0.013127548245606845,-0.03673469387755102,0.8000603162887564,-0.25467731838688346,50,1024,50,normal
20260413,-0.13040589052729562,-0.18521008403361344,0.19785646183339173,-1.3057641951453558,50,42,50,normal
20260413,0.09737489126695043,0.0683313325330132,0.6372791823046575,0.4745224682295626,50,123,50,normal
20260413,0.12738370015621367,0.23822328931572626,0.09571981087129508,1.6993839255915948,50,456,50,normal
20260413,0.02485558735914585,0.03145258103241296,0.8283395113361829,0.21801773883595665,50,789,50,normal
20260413,-0.11169009872561024,-0.0923409363745498,0.5236045309500683,-0.6425018961903302,50,1024,50,normal
20260414,0.1342520711080788,0.21843937575030012,0.12750798834415733,1.5508444749426566,50,42,50,normal
20260414,-0.21841129282741287,-0.23611044417767107,0.09878814749689203,-1.6834177141782463,50,123,50,normal
20260414,-0.04740833058797519,-0.054405762304921966,0.7074710981749528,-0.377493279781648,50,456,50,normal
20260414,-0.11563458416263762,-0.03270108043217287,0.8216344458929445,-0.2266809653566631,50,789,50,normal
20260414,0.0649653252879587,0.10453781512605041,0.46999894529388975,0.7282493705352188,50,1024,50,normal
20260415,-0.12355035868355954,-0.15475504769032153,0.28323218596128485,-1.0852485506527518,50,42,50,normal
20260415,0.08631566069937475,-0.02680115351061434,0.8534231181311913,-0.18575056279612107,50,123,50,normal
20260415,0.088631608295797,0.1217579285831673,0.39960728581023325,0.849886981729071,50,456,50,normal
20260415,-0.07217610499523966,-0.003938520766792788,0.9783438930877845,-0.027287083937705663,50,789,50,normal
20260415,0.13058079021300262,0.07824207718421282,0.5891344463723837,0.5437439188516715,50,1024,50,normal
20260416,-0.0757642751749686,-0.016182472989195677,0.9111878287690884,-0.11213014449573593,50,42,50,normal
20260416,-0.10409921085429505,-0.1901080432172869,0.18604728812923674,-1.3415731946135898,50,123,50,normal
20260416,-0.012049488643330187,-0.13757503001200477,0.3407228875485314,-0.9622979230875268,50,456,50,normal
20260416,0.1476364617322944,0.24993997599039616,0.08002458253254538,1.7883962630243957,50,789,50,normal
20260416,-0.05607758389091014,-0.09791116446578632,0.4987527924312351,-0.6816235388717548,50,1024,50,normal
20260417,0.038982440677478185,0.10050420168067226,0.48739467588282925,0.6998571678097852,50,42,50,normal
20260417,0.12251187680156353,0.060264105642256906,0.6776063345498442,0.4182822130755601,50,123,50,normal
20260417,0.14244422025036577,0.2388955582232893,0.09475917576214747,1.704469434060635,50,456,50,normal
20260417,-0.07449459207766926,0.06660264105642257,0.6458385908198064,0.46246349658663,50,789,50,normal
20260417,-0.11743539715905404,-0.15515006002400963,0.28199010468883,-1.0880868841903322,50,1024,50,normal
20260420,0.2668769551633815,0.3195274797434742,0.023702950324636804,2.336223118748855,50,42,50,normal
20260420,0.22819789965716802,0.2568609090994655,0.07175214086187179,1.8413653692350356,50,123,50,normal
20260420,-0.09990616635563948,0.04052918438585696,0.7798988319158315,0.28102532922333334,50,456,50,normal
20260420,-0.11589849319343343,-0.03827222743545971,0.7918744913268123,-0.2653521800453258,50,789,50,normal
20260420,-0.14955081361717537,-0.1625489207892486,0.25938599470512774,-1.1413513771266903,50,1024,50,normal
20260421,-0.13873403639041562,-0.17735196739347056,0.21789516420719168,-1.248522693403303,50,42,50,normal
20260421,0.11088482767194446,0.10579647553961972,0.4646395697776782,0.7371163244953769,50,123,50,normal
20260421,0.16891355746867462,0.04221293781176838,0.7709973129565518,0.2927207326320494,50,456,50,normal
20260421,0.13669500068528495,0.1799452536754222,0.21113186049724855,1.2673852911615289,50,789,50,normal
20260421,0.024923156763280205,0.03145560212367268,0.8283232717351867,0.218038700670683,50,1024,50,normal
20260422,0.16026408287553492,0.15718196297829112,0.27565756255992235,1.1026954647754035,50,42,50,normal
20260422,-0.06793616850382603,-0.06430389502839347,0.657291113750948,-0.44643441049909693,50,123,50,normal
20260422,-0.1091359657541125,-0.22201412002708218,0.12124239967848578,-1.57752861437284,50,456,50,normal
20260422,-0.09443978209090025,0.12212457435190784,0.39817871944614514,0.852484907678471,50,789,50,normal
20260422,-0.043673955800126514,0.038755222769166195,0.789307560120583,0.2687059291666196,50,1024,50,normal
20260423,0.05036210517662517,0.061562102349133445,0.671053337504731,0.42732528347129095,50,42,50,normal
20260423,-0.0870845051857217,-0.07313500926500018,0.6137418872237844,-0.5080547529153642,50,123,50,normal
20260423,-0.112075269466302,-0.1271098946319471,0.3790516584651564,-0.8878448112419145,50,456,50,normal
20260423,0.00904881588077847,0.059737328644556935,0.6802725802755869,0.41461279737559026,50,789,50,normal
20260423,0.1262052112871756,0.0480683810073967,0.7402747136128282,0.33341292215037227,50,1024,50,normal
20260424,-0.12525594478122512,-0.22425508422032225,0.11743524733448787,-1.5942906149898697,50,42,50,normal
20260424,-0.0078454303037042,-0.07222262241271192,0.6181838481427322,-0.5016831330716414,50,123,50,normal
20260424,0.22752784415785393,0.2382290091685265,0.09571160579768667,1.6994271835902823,50,456,50,normal
20260424,-0.1597018556990974,-0.06391510002082419,0.659235939684378,-0.443724067422789,50,789,50,normal
20260424,0.04340096884273182,0.13681000748259062,0.3434404194468408,0.9568444517475422,50,1024,50,normal
20260427,0.14447601934645668,0.1412278806620916,0.32793175398206387,0.9883616958721738,50,42,50,normal
20260427,-0.22240380780759508,-0.24586424651135974,0.08523646248138621,-1.7573403064219635,50,123,50,normal
20260427,0.028679698204575173,0.13296837863085062,0.357288562325707,0.9294855211245413,50,456,50,normal
20260427,-0.09832811698364925,-0.11692957817483614,0.41869694616946473,-0.8157074643526426,50,789,50,normal
20260427,-0.02762813696160136,-0.0959446805722064,0.5074563945966932,-0.6678050524750623,50,1024,50,normal
20260428,-0.20187838450744555,-0.14477791116446578,0.3157938453706832,-1.0137312857762355,50,42,50,normal
20260428,0.13790062119343263,0.08129651860744297,0.574631306755483,0.5651093374232382,50,123,50,normal
20260428,0.04732922855985294,0.1022328931572629,0.4798984343384031,0.7120209001325544,50,456,50,normal
20260428,-0.013915201095037149,-0.04950780312124849,0.7327812756088922,-0.3434212463262627,50,789,50,normal
20260428,-0.15055418071020663,-0.1493877551020408,0.3004645478631454,-1.0467344588742982,50,1024,50,normal
20260429,-0.21933327661367893,-0.17301320528211284,0.2295451116993446,-1.217023971968339,50,42,50,normal
20260429,-0.14521149210988496,-0.22996398559423767,0.10814727918467582,-1.6371132720958397,50,123,50,normal
20260429,0.19100043467220076,0.2921008403361345,0.039556328070587954,2.116018801444417,50,456,50,normal
20260429,-0.3549546375790297,-0.36480192076830736,0.009194471092632035,-2.7144905521097584,50,789,50,normal
20260429,-0.1665019641241749,-0.2028811524609844,0.15764238599027933,-1.4354544727447796,50,1024,50,normal
20260430,-0.1322087672761247,-0.14093637454981991,0.3289412928328375,-0.9862802483060786,50,42,50,normal
20260430,0.14180278578693611,0.30833133253301315,0.029371181394373308,2.245589433657377,50,123,50,normal
20260430,0.0946961518824002,0.123937575030012,0.39115861682374276,0.8653364370435294,50,456,50,normal
20260430,0.044721560721051885,-0.04979591836734694,0.7312843187919352,-0.34542477171635677,50,789,50,normal
20260430,-0.10099567811752826,-0.14439375750300118,0.3170933396375835,-1.0109840976685942,50,1024,50,normal
20260506,-0.25335895574690986,-0.2611764705882353,0.06694729922761215,-1.8745471931615045,50,42,50,normal
20260506,0.22831513286428662,0.2240096038415366,0.11784780458266536,1.592453174099569,50,123,50,normal
20260506,0.11142812756456252,-0.02857142857142857,0.8438582830868868,-0.19802950859533486,50,456,50,normal
20260506,0.11948279936535276,0.20797118847539015,0.14725842721359242,1.4730755265639919,50,789,50,normal
20260506,-0.16250781625083865,-0.09435774309723889,0.5145360102171662,-0.6566594016501893,50,1024,50,normal
20260507,0.06492128757872181,0.12043506450204888,0.4047863345877903,0.8405165487188037,50,42,50,normal
20260507,-0.04047074411043512,-0.008259502031240993,0.9546031563959274,-0.05722546062914707,50,123,50,normal
20260507,-0.09381715655088915,-0.13186391033597536,0.36133203721424917,-0.9216277807681783,50,456,50,normal
20260507,-0.05782937109346597,-0.0016807126226362481,0.9907576385326082,-0.011644335067754164,50,789,50,normal
20260507,-0.4277493989907333,-0.34305745646038166,0.014730164092856794,-2.5303260812247563,50,1024,50,normal
20260508,-0.057546073712246924,-0.07829010792527127,0.5889051258268538,-0.5440797667519615,50,42,50,normal
20260508,0.13223661101427517,0.18669549049418988,0.1942203590271609,1.3166132169693792,50,123,50,normal
20260508,0.252100694532204,0.18828050494911866,0.19039307454227355,1.3282000698392564,50,456,50,normal
20260508,-0.055895810290112376,-0.013496638237424067,0.9258829218165961,-0.09351597042152093,50,789,50,normal
20260508,-0.14214034411922424,-0.15446686324397083,0.28414061726981454,-1.083178157953982,50,1024,50,normal
20260511,0.14437119037394894,0.16024009603841535,0.2663051405168558,1.1247093693856287,50,42,50,normal
20260511,0.08544335172068143,-0.0006242496998799519,0.9965671412191432,-0.004324929629892795,50,123,50,normal
20260511,-0.17719585554385583,-0.2306362545018007,0.1070917028126811,-1.642167617874741,50,456,50,normal
20260511,-0.17335196190380553,-0.10828331332533012,0.45414809957987473,-0.7546460632148072,50,789,50,normal
20260511,-0.10467922354456116,-0.10031212484993997,0.4882313531546815,-0.6985060393619512,50,1024,50,normal
20260512,0.00718357650490119,0.04230492196878751,0.7705118480395502,0.29335972849677,50,42,50,normal
20260512,0.1618029979245043,0.17944777911164464,0.21241774359650498,1.2637647437792536,50,123,50,normal
20260512,0.1261947189847109,0.1822328931572629,0.20528889937194966,1.2840473847350409,50,456,50,normal
20260512,0.09902296080230745,0.033949579831932766,0.8149419745024977,0.2353452541675452,50,789,50,normal
20260512,0.027351253171349895,-0.009843937575030014,0.9459064874660708,-0.06820410478084472,50,1024,50,normal
20260513,0.07190798256836338,0.21719609120525,0.12974334590849493,1.5415792519803941,50,42,50,normal
20260513,0.019515698476458187,-0.12389253046861487,0.39133214679657974,-0.8650170307847106,50,123,50,normal
20260513,-0.173704498453116,-0.21556339894326051,0.13272342016315394,-1.529424030038025,50,456,50,normal
20260513,0.14755190849995364,0.08955797260618867,0.5362470477365421,0.6229792078743395,50,789,50,normal
20260513,0.19393676536885474,0.1489111383655716,0.30202680865604514,1.0433190301665032,50,1024,50,normal
20260514,0.2967093620130759,0.26482593037214885,0.06308739069885354,1.9027014747887256,50,42,50,normal
20260514,0.21149807036255938,0.05248499399759904,0.7173611448181694,0.36412857869071624,50,123,50,normal
20260514,0.08728694070343268,0.08129651860744297,0.574631306755483,0.5651093374232382,50,456,50,normal
20260514,0.013984505326235883,-0.14362545018007203,0.31970249997294864,-1.005491120627681,50,789,50,normal
20260514,0.0044419918961013,0.07025210084033613,0.6278234226869992,0.4879263668209178,50,1024,50,normal
20260515,-0.07950836063017691,0.0033133253301320525,0.9817809208576903,0.02295551725978639,50,42,50,normal
20260515,0.17116726326029824,0.18607442977190874,0.19573482305782314,1.3120760181795856,50,123,50,normal
20260515,0.0014486075758925647,0.10021608643457382,0.4886499728762953,0.6978305047319716,50,456,50,normal
20260515,0.2995321943110487,0.13267707082833133,0.35835235583913505,0.9274126706302298,50,789,50,normal
20260515,0.12672417410178233,0.06333733493397359,0.6621301519536961,0.4396967624972813,50,1024,50,normal
20260518,0.01028665775563522,-0.05781651421868694,0.6900272701123206,-0.4012357371795653,50,42,50,normal
20260518,-0.06647352747969028,-0.16451775557576534,0.2535818180624265,-1.1555579373582223,50,123,50,normal
20260518,0.2055027521876346,0.15068789170950134,0.2962295075208643,1.0560550213971347,50,456,50,normal
20260518,0.05626465077355275,0.11332805112632989,0.4332682426639228,0.7902508628406902,50,789,50,normal
20260518,-0.04062959461432958,-0.010756560784871989,0.9409000373148926,-0.07452795087723395,50,1024,50,normal
20260519,0.07776438666419845,0.07995198079231693,0.5809952920613816,0.555702533067334,50,42,50,normal
20260519,0.011182911592172598,0.07630252100840335,0.5984278995617138,0.5301850139036658,50,123,50,normal
20260519,0.06540551770433294,0.04432172869147659,0.7598899266565882,0.3073719954800381,50,456,50,normal
20260519,0.06270259550981849,0.09973589435774309,0.49074587836538364,0.6944531267279039,50,789,50,normal
20260519,0.07677439630140004,0.06036014405762304,0.6771206626893104,0.41895123381124943,50,1024,50,normal
20260520,0.08788598046083425,0.1590876350540216,0.26980446374366235,1.1164095395487414,50,42,50,normal
20260520,0.024949281968055338,-0.07303721488595438,0.6142173471740467,-0.5073717484115987,50,123,50,normal
20260520,-0.002847768540170336,0.04845138055222088,0.7382785051392187,0.33607571800640934,50,456,50,normal
20260520,0.21121162591514328,0.10933973589435773,0.44973072878095943,0.7620971121401308,50,789,50,normal
20260520,-0.05479070083152016,-0.032220888355342134,0.8242118518362516,-0.22334883166854158,50,1024,50,normal
20260521,-0.11437779727643803,-0.22074429771908766,0.12344078378367737,-1.5680422695243754,50,42,50,normal
20260521,0.16137495643233482,0.09531812725090036,0.5102456319369317,0.6634039269017965,50,123,50,normal
20260521,0.06314169350918045,0.06900360144057623,0.6339630568306115,0.47921322188767085,50,456,50,normal
20260521,-0.06306284811024278,-0.08705882352941177,0.5477255738990339,-0.6054600496618344,50,789,50,normal
20260521,-0.15149904283568136,-0.0398079231692677,0.7837205710688706,-0.2760161659733939,50,1024,50,normal
20260522,-0.12326280073795667,-0.24235876018414698,0.08992846873209787,-1.7307088898731897,50,42,50,normal
20260522,-0.07481482165907564,0.05824869746450769,0.6878280439662816,0.40424518053338143,50,123,50,normal
20260522,0.12283504509026658,0.17388172590188156,0.22717938883999692,1.2233233784254725,50,456,50,normal
20260522,-0.024689155394211855,0.08528416050862792,0.555947325909834,0.5930265884493173,50,789,50,normal
20260522,0.04815439746630314,-0.06353093713565018,0.661159788673313,-0.4410462147740457,50,1024,50,normal
20260525,0.1736598501395814,0.196734693877551,0.170885447311582,1.3901866923893837,50,42,50,normal
20260525,0.22152232803063537,0.23236494597839136,0.10441365704086776,1.6551759341826313,50,123,50,normal
20260525,0.12742955520388372,0.13824729891956783,0.3383458798635402,0.9670916479376829,50,456,50,normal
20260525,0.20231847295830727,0.02665066026410564,0.8542372197436356,0.18470679689385372,50,789,50,normal
20260525,-0.05107686589212836,-0.07630252100840335,0.5984278995617138,-0.5301850139036658,50,1024,50,normal
